County_2,Date,Year,Year_sin,Year_cos,Wholesale_lag_7,Retail_lag_7,Wholesale_rolling_mean_7d,Retail_rolling_mean_7d,Wholesale_rolling_std_7d,Retail_rolling_std_7d,Wholesale,Retail
0,2023-01-31,0.6666666666666288,0.0,0.0,0.10171779712303897,0.09961518823397553,0.27770137933908406,0.12269215660599712,0.0,0.0,0.0999909999099991,0.09338846062840135
0,2023-02-01,0.6666666666666288,0.0,0.0,0.10344024952283412,0.09338846062840135,0.2816661606510338,0.12269215660599712,0.010226303498675034,0.0,0.1099810998109981,0.09338846062840135
0,2023-02-16,0.6666666666666288,0.0,0.0,0.10344024952283412,0.09338846062840135,0.28497014507765855,0.12152303634561067,0.01217173575405751,0.004687149104041105,0.1083160831608316,0.08716173302282719
0,2023-02-27,0.6666666666666288,0.0,0.0,0.10344024952283412,0.09338846062840135,0.292905660826651,0.127368637647543,0.020956525805196833,0.024653988440355976,0.11998619986199863,0.12452209865627219
0,2024-03-08,1.0,0.49999999999999983,1.0,0.06205483916018807,0.062254822600530516,0.12489061132641581,0.06540526384706036,0.009565831006302391,0.0,0.044985449854498545,0.049801367389382185
0,2024-07-24,1.0,0.49999999999999983,1.0,0.06205483916018807,0.062254822600530516,0.1318289786223278,0.06540526384706036,0.009565831006302391,0.0,0.049980499804998045,0.049801367389382185
0,2021-05-24,0.0,0.5,1.0,0.06205483916018807,0.062254822600530516,0.1665624869775389,0.08177294749247087,0.028726219238145334,0.026306559102069454,0.059985599855998564,0.062254822600530516
0,2021-05-24,0.0,0.5,1.0,0.06205483916018807,0.062254822600530516,0.14572654915197736,0.06949718475841299,0.028726219238145334,0.026306559102069454,0.044985449854498545,0.04357463978380802
0,2021-05-24,0.0,0.5,1.0,0.06205483916018807,0.062254822600530516,0.12489061132641581,0.06267731657282528,0.04062500884228805,0.02581480435615529,0.029985299852998533,0.03734791217823385
0,2021-05-24,0.0,0.5,1.0,0.06205483916018807,0.062254822600530516,0.1353085802391966,0.06745122430273667,0.03889548471844751,0.025565380107178626,0.059985599855998564,0.062254822600530516
0,2021-05-24,0.0,0.5,1.0,0.06205483916018807,0.062254822600530516,0.14155936158686505,0.07031556894068351,0.03633611254315445,0.02417405954417787,0.059985599855998564,0.062254822600530516
0,2021-05-24,0.0,0.5,1.0,0.06205483916018807,0.062254822600530516,0.14572654915197736,0.07222513203264806,0.03398932097593577,0.022754004976065202,0.059985599855998564,0.062254822600530516
0,2021-07-03,0.0,0.5,1.0,0.06205483916018807,0.062254822600530516,0.14274998660546856,0.07125086514899268,0.031963586026146164,0.02113552593884145,0.044985449854498545,0.049801367389382185
0,2021-09-04,0.0,0.5,1.0,0.06205483916018807,0.062254822600530516,0.13679686151245096,0.07008174488860622,0.030709620116141197,0.020069173457430003,0.044985449854498545,0.05602809499495635
0,2022-06-29,0.33333333333337123,1.0,4.440892098500626e-16,0.04653724997284422,0.04357463978380802,0.16524089320688895,0.08294206775285733,0.07466283403684487,0.0466365447436646,0.11665616656166562,0.11206864344512385
0,2022-07-13,0.33333333333337123,1.0,4.440892098500626e-16,0.031019660785500364,0.03734791217823385,0.19566731555730182,0.09930975139826784,0.07873462752688114,0.059226476794766184,0.10665106651066511,0.12452209865627219
0,2022-08-03,0.33333333333337123,1.0,4.440892098500626e-16,0.06205483916018807,0.062254822600530516,0.21154430018037973,0.10866271348135954,0.08277327974724001,0.06352196749853785,0.0999909999099991,0.11206864344512385
0,2022-08-17,0.33333333333337123,1.0,4.440892098500626e-16,0.06205483916018807,0.062254822600530516,0.23403520678180015,0.11801567556445125,0.08929252008304885,0.06398144522292903,0.11665616656166562,0.11206864344512385
0,2022-08-24,0.33333333333337123,1.0,4.440892098500626e-16,0.06205483916018807,0.062254822600530516,0.2485846445091351,0.127368637647543,0.08487917017235469,0.06069209575644166,0.0966459664596646,0.11206864344512385
0,2022-08-31,0.33333333333337123,1.0,4.440892098500626e-16,0.04653724997284422,0.049801367389382185,0.26908720732948765,0.13905984025140763,0.06615977253201719,0.04471255273231132,0.0966459664596646,0.11206864344512385
0,2022-09-30,0.33333333333337123,1.0,4.440892098500626e-16,0.04653724997284422,0.05602809499495635,0.2551985664874776,0.15192016311565876,0.10050624450785091,0.012102166947428076,0.00999009990099901,0.12452209865627219
0,2022-10-26,0.33333333333337123,1.0,4.440892098500626e-16,0.12068029110997315,0.11206864344512385,0.25188862893575986,0.15308928337604522,0.09833308036347384,0.011795733236312587,0.1083160831608316,0.11829537105069803
0,2022-11-02,0.33333333333337123,1.0,4.440892098500626e-16,0.1103300591220148,0.12452209865627219,0.2545377696021527,0.17179520754222863,0.09988202521044716,0.08257013265418876,0.11332613326133262,0.22414974034545884
0,2022-11-23,0.33333333333337123,1.0,4.440892098500626e-16,0.10344024952283412,0.11206864344512385,0.2578417540287774,0.17179520754222863,0.1010878712289793,0.08257013265418876,0.1083160831608316,0.11206864344512385
0,2022-11-30,0.33333333333337123,1.0,4.440892098500626e-16,0.12068029110997315,0.11206864344512385,0.24990028515469195,0.17179520754222863,0.09733060437032508,0.08257013265418876,0.0966459664596646,0.11206864344512385
0,2022-12-14,0.33333333333337123,1.0,4.440892098500626e-16,0.09997982713405644,0.11206864344512385,0.249239488269367,0.18348641014609327,0.09720612181925742,0.08646911476495947,0.09498094980949809,0.17433591950086552
0,2022-12-21,0.33333333333337123,1.0,4.440892098500626e-16,0.09997982713405644,0.11206864344512385,0.21517570648712045,0.18348641014609327,0.1253811771248533,0.08646911476495947,0.01081510815108151,0.11206864344512385
0,2022-12-28,0.33333333333337123,1.0,4.440892098500626e-16,0.010334714398771006,0.12452209865627219,0.24890611326415804,0.18114816962532035,0.09625051159695146,0.0883955396574375,0.09498094980949809,0.11206864344512385
0,2022-12-30,0.33333333333337123,1.0,4.440892098500626e-16,0.11205251152180996,0.11829537105069803,0.24361378505646542,0.1799790493649339,0.09402722435690729,0.08942510546462266,0.09498094980949809,0.11206864344512385
0,2023-01-04,0.6666666666666288,0.0,0.0,0.11723538631038281,0.22414974034545884,0.23699390995302982,0.15893488467797753,0.0899355898546923,0.04687149104041112,0.0966459664596646,0.11206864344512385
0,2023-01-11,0.6666666666666288,0.0,0.0,0.11205251152180996,0.11206864344512385,0.23170158174533725,0.15893488467797753,0.08675001590656689,0.04687149104041112,0.09498094980949809,0.11206864344512385
0,2023-01-13,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.23170158174533725,0.15893488467797753,0.08675001590656689,0.04687149104041112,0.0966459664596646,0.11206864344512385
0,2023-01-18,0.6666666666666288,0.0,0.0,0.09825737473426127,0.17433591950086552,0.23170158174533725,0.1472436820741129,0.08675001590656689,0.0,0.09498094980949809,0.11206864344512385
0,2023-01-20,0.6666666666666288,0.0,0.0,0.011188181804074918,0.11206864344512385,0.26510456664225884,0.1472436820741129,0.0022003501746496222,0.0,0.09498094980949809,0.11206864344512385
0,2023-01-25,0.6666666666666288,0.0,0.0,0.09825737473426127,0.11206864344512385,0.2657653635275838,0.1472436820741129,0.00241036285013144,0.0,0.0966459664596646,0.11206864344512385
0,2023-02-01,0.6666666666666288,0.0,0.0,0.09825737473426127,0.11206864344512385,0.26709291042332667,0.1472436820741129,0.003420299019482581,0.0,0.0983259832598326,0.11206864344512385
0,2023-02-03,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.26709291042332667,0.15893488467797753,0.003420299019482581,0.04687149104041112,0.0966459664596646,0.17433591950086552
0,2023-02-08,0.6666666666666288,0.0,0.0,0.09825737473426127,0.11206864344512385,0.26775370730865167,0.15893488467797753,0.003122996242256201,0.04687149104041112,0.0966459664596646,0.11206864344512385
0,2023-02-10,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.26775370730865167,0.15893488467797753,0.003122996242256201,0.04687149104041112,0.0966459664596646,0.11206864344512385
0,2023-02-15,0.6666666666666288,0.0,0.0,0.09825737473426127,0.11206864344512385,0.2664321135380018,0.15776576441759108,0.005745428513214863,0.04787627033809719,0.0916509165091651,0.10584191583954969
0,2023-02-17,0.6666666666666288,0.0,0.0,0.09825737473426127,0.11206864344512385,0.2664321135380018,0.1565966441572046,0.005745428513214862,0.04878539462155266,0.09498094980949809,0.10584191583954969
0,2023-02-22,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.26577131665267684,0.15542752389681813,0.005746187631600913,0.04960412354868798,0.09498094980949809,0.10584191583954969
0,2023-02-25,0.6666666666666288,0.0,0.0,0.10171779712303897,0.11206864344512385,0.26444376975693396,0.15425840363643167,0.004820725700258132,0.05033686815292755,0.09498094980949809,0.10584191583954969
0,2023-03-01,0.6666666666666288,0.0,0.0,0.09997982713405644,0.17433591950086552,0.26444376975693396,0.142567201032567,0.004820725700258132,0.006628629831799411,0.0966459664596646,0.11206864344512385
0,2023-03-03,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.26444376975693396,0.142567201032567,0.004820725700258132,0.006628629831799411,0.0966459664596646,0.11206864344512385
0,2023-03-10,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.24725114448829918,0.142567201032567,0.04287808645570711,0.006628629831799411,0.053325533255332555,0.11206864344512385
0,2023-03-15,0.6666666666666288,0.0,0.0,0.09481246993467095,0.10584191583954969,0.24923353514427402,0.1437363212929535,0.043550902743553825,0.006628629831799429,0.0966459664596646,0.11206864344512385
0,2023-03-17,0.6666666666666288,0.0,0.0,0.09825737473426127,0.10584191583954969,0.24989433202959901,0.14490544155333995,0.043828144852685845,0.006051083473713652,0.0966459664596646,0.11206864344512385
0,2023-03-22,0.6666666666666288,0.0,0.0,0.09825737473426127,0.10584191583954969,0.25188267581066676,0.14607456181372644,0.04481570001223964,0.00468714910404059,0.0999909999099991,0.11206864344512385
0,2023-03-24,0.6666666666666288,0.0,0.0,0.09825737473426127,0.10584191583954969,0.25387101959173464,0.1495819225948858,0.04568610796259089,0.00937429820808203,0.0999909999099991,0.12452209865627219
0,2023-03-29,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.25387101959173464,0.1495819225948858,0.04568610796259089,0.00937429820808203,0.0966459664596646,0.11206864344512385
0,2023-03-31,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.25387101959173464,0.1495819225948858,0.04568610796259089,0.00937429820808203,0.0966459664596646,0.11206864344512385
0,2023-04-12,0.6666666666666288,0.0,0.0,0.0551650295610074,0.11206864344512385,0.27649051369516425,0.1495819225948858,0.013546838875614567,0.00937429820808203,0.11032010320103201,0.11206864344512385
0,2023-04-14,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.2871287482363867,0.1472436820741129,0.027308535631054415,0.014319477041875075,0.12345123451234513,0.09961518823397553
0,2023-04-19,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.2858071544657368,0.14607456181372644,0.02849981814711899,0.015067076341357679,0.0933159331593316,0.10584191583954969
0,2023-04-28,0.6666666666666288,0.0,0.0,0.10344024952283412,0.11206864344512385,0.28447960756999385,0.1437363212929535,0.029117470457260094,0.017327666083117213,0.0966459664596646,0.09961518823397553
0,2023-05-05,0.6666666666666288,0.0,0.0,0.10344024952283412,0.12452209865627219,0.28116967001827614,0.13789071999102118,0.031152279074275743,0.015067076341357554,0.0916509165091651,0.09338846062840135
0,2023-05-10,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.28050887313295114,0.1565966441572046,0.03149712851105544,0.08239256227090919,0.09498094980949809,0.21169628513431052
0,2023-05-12,0.6666666666666288,0.0,0.0,0.09997982713405644,0.11206864344512385,0.27984807624762614,0.1565966441572046,0.03182303268364145,0.08239256227090919,0.09498094980949809,0.11206864344512385
0,2023-05-17,0.6666666666666288,0.0,0.0,0.1141256614372391,0.11206864344512385,0.27243881675685655,0.15425840363643167,0.030687336040360554,0.08362763741920753,0.0916509165091651,0.09961518823397553
