Classification,Market,Wholesale,Retail,Supply Volume,County,Date
White Maize,Flax,48.0,52.0,1000.0,Elgeyo-Marakwet,2022-12-22
White Maize,Flax,48.0,52.0,450.0,Elgeyo-Marakwet,2023-01-19
White Maize,Flax,52.0,56.0,270.0,Elgeyo-Marakwet,2023-02-23
White Maize,Flax,72.0,80.0,900.0,Elgeyo-Marakwet,2023-06-22
White Maize,Flax,68.0,80.0,1800.0,Elgeyo-Marakwet,2023-07-13
White Maize,Flax,56.0,60.0,5600.0,Elgeyo-Marakwet,2023-08-10
White Maize,Flax,56.0,60.0,9000.0,Elgeyo-Marakwet,2023-08-17
White Maize,Flax,48.0,52.0,18000.0,Elgeyo-Marakwet,2023-08-24
White Maize,Flax,40.0,52.0,9000.0,Elgeyo-Marakwet,2023-09-07
White Maize,Flax,48.0,52.0,10000.0,Elgeyo-Marakwet,2023-09-28
Mixed-Traditional ,Iten,25.0,30.0,2970.0,Elgeyo-Marakwet,2022-01-14
Mixed-Traditional ,Iten,27.0,33.0,7200.0,Elgeyo-Marakwet,2022-01-21
Mixed-Traditional ,Iten,66.67,100.0,450.0,Elgeyo-Marakwet,2022-07-08
Mixed-Traditional ,Iten,66.67,100.0,450.0,Elgeyo-Marakwet,2022-07-22
Mixed-Traditional ,Iten,61.11,100.0,900.0,Elgeyo-Marakwet,2022-08-19
Mixed-Traditional ,Iten,64.44,100.0,450.0,Elgeyo-Marakwet,2022-08-26
Mixed-Traditional ,Iten,60.0,90.0,450.0,Elgeyo-Marakwet,2022-09-01
Mixed-Traditional ,Iten,62.22,72.0,800.0,Elgeyo-Marakwet,2022-09-09
Mixed-Traditional ,Iten,60.0,100.0,560.0,Elgeyo-Marakwet,2022-09-16
Mixed-Traditional ,Iten,60.0,100.0,600.0,Elgeyo-Marakwet,2022-09-30
Mixed-Traditional ,Iten,60.0,72.0,720.0,Elgeyo-Marakwet,2022-10-07
Mixed-Traditional ,Iten,62.22,72.0,900.0,Elgeyo-Marakwet,2022-10-14
Mixed-Traditional ,Iten,50.0,6.0,540.0,Elgeyo-Marakwet,2022-10-21
Mixed-Traditional ,Iten,51.11,60.0,2700.0,Elgeyo-Marakwet,2022-10-27
Mixed-Traditional ,Iten,50.0,60.0,12000.0,Elgeyo-Marakwet,2022-11-11
Mixed-Traditional ,Iten,50.0,75.0,10800.0,Elgeyo-Marakwet,2022-11-18
Mixed-Traditional ,Iten,50.0,50.0,9000.0,Elgeyo-Marakwet,2022-11-25
Mixed-Traditional ,Iten,50.0,75.0,1800.0,Elgeyo-Marakwet,2022-12-02
Mixed-Traditional ,Iten,50.0,50.0,2700.0,Elgeyo-Marakwet,2022-12-09
Mixed-Traditional ,Iten,50.0,60.0,3600.0,Elgeyo-Marakwet,2022-12-16
Mixed-Traditional ,Iten,48.89,50.0,3600.0,Elgeyo-Marakwet,2023-01-06
Mixed-Traditional ,Iten,50.0,75.0,2700.0,Elgeyo-Marakwet,2023-01-13
Mixed-Traditional ,Iten,50.0,60.0,2700.0,Elgeyo-Marakwet,2023-01-27
Mixed-Traditional ,Iten,55.56,60.0,2700.0,Elgeyo-Marakwet,2023-02-02
Mixed-Traditional ,Iten,55.56,53.33,900.0,Elgeyo-Marakwet,2023-02-24
Mixed-Traditional ,Iten,57.78,56.67,8100.0,Elgeyo-Marakwet,2023-03-03
Mixed-Traditional ,Iten,55.56,60.0,720.0,Elgeyo-Marakwet,2023-03-10
Mixed-Traditional ,Iten,61.11,64.0,720.0,Elgeyo-Marakwet,2023-03-17
Mixed-Traditional ,Iten,62.22,68.0,720.0,Elgeyo-Marakwet,2023-03-24
Mixed-Traditional ,Iten,65.56,1.89,900.0,Elgeyo-Marakwet,2023-03-31
Mixed-Traditional ,Iten,66.67,72.0,900.0,Elgeyo-Marakwet,2023-04-14
Mixed-Traditional ,Iten,62.22,68.0,720.0,Elgeyo-Marakwet,2023-05-04
Mixed-Traditional ,Iten,64.44,72.0,720.0,Elgeyo-Marakwet,2023-05-12
Mixed-Traditional ,Iten,64.44,72.0,900.0,Elgeyo-Marakwet,2023-05-18
Mixed-Traditional ,Iten,66.67,80.0,900.0,Elgeyo-Marakwet,2023-05-26
Mixed-Traditional ,Iten,66.67,80.0,7200.0,Elgeyo-Marakwet,2023-06-02
White Maize,Iten,31.11,40.0,90.0,Elgeyo-Marakwet,2021-06-26
White Maize,Iten,24.44,28.0,8000.0,Elgeyo-Marakwet,2021-09-17
White Maize,Iten,25.56,35.0,900.0,Elgeyo-Marakwet,2021-09-24
White Maize,Iten,66.67,75.0,720.0,Elgeyo-Marakwet,2022-06-24
Mixed-Traditional ,Kapcherop,25.56,30.0,900.0,Elgeyo-Marakwet,2021-07-02
Mixed-Traditional ,Kapcherop,28.89,40.0,9000.0,Elgeyo-Marakwet,2022-03-30
Mixed-Traditional ,Kapcherop,72.65,76.92,5400.0,Elgeyo-Marakwet,2023-06-07
White Maize,Kapcherop,28.89,32.5,450.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapcherop,27.78,32.5,450.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapcherop,27.78,32.5,9000.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapcherop,26.67,30.0,4500.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapcherop,22.22,30.0,200.0,Elgeyo-Marakwet,2021-07-02
White Maize,Kapcherop,25.56,30.0,2700.0,Elgeyo-Marakwet,2021-07-02
White Maize,Kapcherop,25.56,30.0,900.0,Elgeyo-Marakwet,2021-07-02
White Maize,Kapcherop,25.56,30.0,450.0,Elgeyo-Marakwet,2021-07-02
White Maize,Kapcherop,22.22,25.0,720.0,Elgeyo-Marakwet,2021-07-02
White Maize,Kapcherop,31.11,40.0,1800.0,Elgeyo-Marakwet,2021-09-08
White Maize,Kapcherop,28.89,35.56,2250.0,Elgeyo-Marakwet,2021-09-15
White Maize,Kapcherop,31.11,40.0,1080.0,Elgeyo-Marakwet,2021-09-22
White Maize,Kapcherop,30.0,40.0,1800.0,Elgeyo-Marakwet,2021-09-29
White Maize,Kapcherop,26.67,35.0,1800.0,Elgeyo-Marakwet,2021-10-06
White Maize,Kapcherop,30.0,37.5,4500.0,Elgeyo-Marakwet,2021-10-27
White Maize,Kapcherop,26.67,35.0,7800.0,Elgeyo-Marakwet,2021-11-03
White Maize,Kapcherop,26.67,35.0,7200.0,Elgeyo-Marakwet,2021-11-17
White Maize,Kapcherop,26.67,35.0,4050.0,Elgeyo-Marakwet,2021-11-24
White Maize,Kapcherop,26.67,35.0,5400.0,Elgeyo-Marakwet,2021-12-01
White Maize,Kapcherop,26.67,35.0,5400.0,Elgeyo-Marakwet,2021-12-08
White Maize,Kapcherop,27.78,35.0,3600.0,Elgeyo-Marakwet,2021-12-15
White Maize,Kapcherop,28.89,40.0,5400.0,Elgeyo-Marakwet,2021-12-29
White Maize,Kapcherop,28.89,40.0,5600.0,Elgeyo-Marakwet,2022-01-05
White Maize,Kapcherop,26.67,35.0,5400.0,Elgeyo-Marakwet,2022-01-12
White Maize,Kapcherop,26.67,35.0,7200.0,Elgeyo-Marakwet,2022-01-19
White Maize,Kapcherop,26.67,35.0,9000.0,Elgeyo-Marakwet,2022-01-26
White Maize,Kapcherop,28.89,37.5,900.0,Elgeyo-Marakwet,2022-02-02
White Maize,Kapcherop,28.89,37.5,10500.0,Elgeyo-Marakwet,2022-02-16
White Maize,Kapcherop,28.89,37.5,7200.0,Elgeyo-Marakwet,2022-03-02
White Maize,Kapcherop,28.89,37.5,6750.0,Elgeyo-Marakwet,2022-03-09
White Maize,Kapcherop,28.89,37.5,10800.0,Elgeyo-Marakwet,2022-03-16
White Maize,Kapcherop,28.89,37.5,10800.0,Elgeyo-Marakwet,2022-03-23
White Maize,Kapcherop,31.11,42.5,7200.0,Elgeyo-Marakwet,2022-04-06
White Maize,Kapcherop,38.89,50.0,10800.0,Elgeyo-Marakwet,2022-04-20
White Maize,Kapcherop,40.0,50.0,11390.0,Elgeyo-Marakwet,2022-04-27
White Maize,Kapcherop,44.44,55.0,11250.0,Elgeyo-Marakwet,2022-05-18
White Maize,Kapcherop,44.44,55.0,16380.0,Elgeyo-Marakwet,2022-05-25
White Maize,Kapcherop,44.44,60.0,11250.0,Elgeyo-Marakwet,2022-06-08
White Maize,Kapcherop,46.67,60.0,7830.0,Elgeyo-Marakwet,2022-06-15
White Maize,Kapcherop,55.56,75.0,9000.0,Elgeyo-Marakwet,2022-08-03
White Maize,Kapcherop,55.56,75.0,25650.0,Elgeyo-Marakwet,2022-08-17
White Maize,Kapcherop,58.89,75.0,64800.0,Elgeyo-Marakwet,2022-08-24
White Maize,Kapcherop,56.67,75.0,55800.0,Elgeyo-Marakwet,2022-09-07
White Maize,Kapcherop,56.67,62.34,32250.0,Elgeyo-Marakwet,2022-10-05
White Maize,Kapcherop,56.67,56.45,13500.0,Elgeyo-Marakwet,2022-10-19
White Maize,Kapcherop,48.89,56.43,4500.0,Elgeyo-Marakwet,2022-11-16
White Maize,Kapcherop,52.22,55.32,47250.0,Elgeyo-Marakwet,2023-01-04
White Maize,Kapcherop,35.56,50.85,4050.0,Elgeyo-Marakwet,2023-02-01
White Maize,Kapcherop,64.21,75.89,4500.0,Elgeyo-Marakwet,2023-02-22
White Maize,Kapcherop,66.67,75.95,2880.0,Elgeyo-Marakwet,2023-06-14
Mixed-Traditional ,Kapkayo,28.0,30.0,4500.0,Elgeyo-Marakwet,2021-09-30
Mixed-Traditional ,Kapkayo,31.0,35.0,4950.0,Elgeyo-Marakwet,2022-03-03
Mixed-Traditional ,Kapkayo,35.0,40.0,1200.0,Elgeyo-Marakwet,2022-03-17
Mixed-Traditional ,Kapkayo,35.0,40.0,12000.0,Elgeyo-Marakwet,2022-03-24
White Maize,Kapkayo,0.28,30.0,32.0,Elgeyo-Marakwet,2021-09-23
White Maize,Kapkayo,27.78,31.11,10800.0,Elgeyo-Marakwet,2021-10-07
White Maize,Kapkayo,0.28,0.31,10800.0,Elgeyo-Marakwet,2021-10-07
White Maize,Kapkayo,33.33,38.89,123.0,Elgeyo-Marakwet,2022-02-24
White Maize,Kapkayo,35.0,40.0,9000.0,Elgeyo-Marakwet,2022-03-31
White Maize,Kapkayo,66.67,66.67,2700.0,Elgeyo-Marakwet,2022-06-23
White Maize,Kapkayo,75.0,80.0,4050.0,Elgeyo-Marakwet,2022-07-14
White Maize,Kapkayo,55.0,60.0,10700.0,Elgeyo-Marakwet,2022-09-29
Mixed-Traditional ,Kapsowar,35.56,45.0,11880.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,26.67,40.0,900.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,26.67,35.0,27000.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,26.67,40.0,1800.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,27.78,35.0,7200.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,26.67,35.0,4500.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,26.67,50.0,7320.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,26.67,31.11,4500.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,26.67,35.0,15400.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,26.67,31.11,7200.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,27.78,40.0,900.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,27.78,35.0,4500.0,Elgeyo-Marakwet,2021-05-24
White Maize,Kapsowar,26.67,35.0,3600.0,Elgeyo-Marakwet,2021-05-28
White Maize,Kapsowar,26.67,35.0,3600.0,Elgeyo-Marakwet,2021-06-04
White Maize,Kapsowar,26.67,40.0,2700.0,Elgeyo-Marakwet,2021-06-11
White Maize,Kapsowar,26.67,35.0,2250.0,Elgeyo-Marakwet,2021-06-18
White Maize,Kapsowar,26.67,40.0,2700.0,Elgeyo-Marakwet,2021-06-25
White Maize,Kapsowar,26.67,40.0,2400.0,Elgeyo-Marakwet,2021-07-02
White Maize,Kapsowar,30.0,33.33,5400.0,Elgeyo-Marakwet,2021-09-28
White Maize,Kapsowar,31.11,42.5,3600.0,Elgeyo-Marakwet,2021-10-05
White Maize,Kapsowar,35.0,45.0,2700.0,Elgeyo-Marakwet,2021-10-13
White Maize,Kapsowar,23.33,30.0,3600.0,Elgeyo-Marakwet,2021-11-16
White Maize,Kapsowar,24.0,35.0,2700.0,Elgeyo-Marakwet,2021-11-23
White Maize,Kapsowar,26.67,40.0,2700.0,Elgeyo-Marakwet,2021-12-07
White Maize,Kapsowar,22.22,32.5,1800.0,Elgeyo-Marakwet,2021-12-20
White Maize,Kapsowar,26.67,32.5,2700.0,Elgeyo-Marakwet,2022-01-11
White Maize,Kapsowar,28.89,40.0,2700.0,Elgeyo-Marakwet,2022-01-27
White Maize,Kapsowar,27.78,37.5,1800.0,Elgeyo-Marakwet,2022-02-22
White Maize,Kapsowar,28.89,40.0,1800.0,Elgeyo-Marakwet,2022-03-01
White Maize,Kapsowar,30.0,37.5,900.0,Elgeyo-Marakwet,2022-03-15
White Maize,Kapsowar,35.56,55.0,2700.0,Elgeyo-Marakwet,2022-03-22
White Maize,Kapsowar,31.11,55.0,1800.0,Elgeyo-Marakwet,2022-03-29
White Maize,Kapsowar,34.44,50.0,1800.0,Elgeyo-Marakwet,2022-04-12
White Maize,Kapsowar,34.44,47.5,1800.0,Elgeyo-Marakwet,2022-04-21
White Maize,Kapsowar,38.89,55.0,2700.0,Elgeyo-Marakwet,2022-05-11
White Maize,Kapsowar,0.02,0.03,2400.0,Elgeyo-Marakwet,2022-05-17
White Maize,Kapsowar,35.56,65.0,2700.0,Elgeyo-Marakwet,2022-06-10
White Maize,Kapsowar,64.44,95.0,1800.0,Elgeyo-Marakwet,2022-07-13
White Maize,Kapsowar,66.67,90.0,1800.0,Elgeyo-Marakwet,2022-07-19
White Maize,Kapsowar,52.22,80.0,1400.0,Elgeyo-Marakwet,2022-08-02
White Maize,Kapsowar,51.11,80.0,2700.0,Elgeyo-Marakwet,2022-08-23
White Maize,Kapsowar,51.11,85.0,2000.0,Elgeyo-Marakwet,2022-08-30
White Maize,Kapsowar,50.0,57.5,2000.0,Elgeyo-Marakwet,2022-09-15
White Maize,Kapsowar,64.44,95.0,1800.0,Elgeyo-Marakwet,2022-09-20
White Maize,Kapsowar,56.0,80.0,2000.0,Elgeyo-Marakwet,2022-10-04
White Maize,Kapsowar,50.0,72.5,900.0,Elgeyo-Marakwet,2022-10-12
White Maize,Kapsowar,50.0,70.0,1450.0,Elgeyo-Marakwet,2022-10-25
White Maize,Kapsowar,47.78,70.0,1900.0,Elgeyo-Marakwet,2022-11-01
White Maize,Kapsowar,48.89,65.0,1450.0,Elgeyo-Marakwet,2022-11-08
White Maize,Kapsowar,50.56,67.5,1800.0,Elgeyo-Marakwet,2022-11-15
White Maize,Kapsowar,53.89,67.5,2490.0,Elgeyo-Marakwet,2022-12-01
White Maize,Kapsowar,54.44,70.0,2180.0,Elgeyo-Marakwet,2022-12-07
White Maize,Kapsowar,54.44,67.5,2700.0,Elgeyo-Marakwet,2023-01-10
White Maize,Kapsowar,50.0,65.0,1800.0,Elgeyo-Marakwet,2023-02-07
White Maize,Kapsowar,49.44,75.0,1800.0,Elgeyo-Marakwet,2023-02-15
White Maize,Kapsowar,55.0,75.0,2850.0,Elgeyo-Marakwet,2023-03-07
White Maize,Kapsowar,56.67,80.0,4500.0,Elgeyo-Marakwet,2023-03-21
White Maize,Kapsowar,64.44,75.0,2850.0,Elgeyo-Marakwet,2023-04-05
White Maize,Kapsowar,67.78,72.5,1350.0,Elgeyo-Marakwet,2023-04-13
White Maize,Kapsowar,66.67,90.0,1150.0,Elgeyo-Marakwet,2023-04-25
White Maize,Kapsowar,66.67,105.0,5400.0,Elgeyo-Marakwet,2023-05-24
White Maize,Kapsowar,77.78,100.0,2750.0,Elgeyo-Marakwet,2023-06-08
White Maize,Kapsowar,75.56,92.5,1350.0,Elgeyo-Marakwet,2023-06-15
White Maize,Kapsowar,72.22,90.0,900.0,Elgeyo-Marakwet,2023-06-20
White Maize,Kapsowar,74.44,85.0,2700.0,Elgeyo-Marakwet,2023-07-03
White Maize,Kapsowar,64.44,85.0,2700.0,Elgeyo-Marakwet,2023-08-02
Mixed-Traditional ,Embu Town,28.89,35.0,10820.0,Embu,2021-05-24
Mixed-Traditional ,Embu Town,29.0,80.0,3000.0,Embu,2021-05-24
Mixed-Traditional ,Embu Town,28.89,35.0,8000.0,Embu,2021-05-24
Mixed-Traditional ,Embu Town,28.89,35.0,9000.0,Embu,2021-05-26
Mixed-Traditional ,Embu Town,28.89,35.0,9000.0,Embu,2021-06-02
Mixed-Traditional ,Embu Town,28.89,35.0,7000.0,Embu,2021-06-09
Mixed-Traditional ,Embu Town,28.89,35.0,9000.0,Embu,2021-06-16
Mixed-Traditional ,Embu Town,28.89,35.0,8000.0,Embu,2021-06-23
Mixed-Traditional ,Embu Town,28.89,70.0,5000.0,Embu,2021-06-30
Mixed-Traditional ,Embu Town,30.0,80.0,5000.0,Embu,2021-07-07
Mixed-Traditional ,Embu Town,31.11,40.0,3500.0,Embu,2021-07-21
Mixed-Traditional ,Embu Town,31.11,80.0,3500.0,Embu,2021-07-28
Mixed-Traditional ,Embu Town,45.0,80.0,4000.0,Embu,2021-08-18
Mixed-Traditional ,Embu Town,30.0,80.0,2500.0,Embu,2021-09-09
Mixed-Traditional ,Embu Town,28.89,80.0,4000.0,Embu,2021-09-09
Mixed-Traditional ,Embu Town,28.89,80.0,5500.0,Embu,2021-09-18
Mixed-Traditional ,Embu Town,28.89,80.0,3000.0,Embu,2021-09-22
Mixed-Traditional ,Embu Town,28.89,80.0,2500.0,Embu,2021-09-25
Mixed-Traditional ,Embu Town,28.89,40.0,3800.0,Embu,2021-09-29
Mixed-Traditional ,Embu Town,30.0,80.0,1800.0,Embu,2021-10-02
Mixed-Traditional ,Embu Town,31.11,40.0,2500.0,Embu,2021-10-06
Mixed-Traditional ,Embu Town,33.33,80.0,3500.0,Embu,2021-11-03
Mixed-Traditional ,Embu Town,37.78,50.0,3500.0,Embu,2022-04-16
Mixed-Traditional ,Embu Town,74.44,85.0,5600.0,Embu,2022-06-25
Mixed-Traditional ,Embu Town,77.78,90.0,1000.0,Embu,2022-07-13
Mixed-Traditional ,Embu Town,66.67,80.0,7000.0,Embu,2023-04-12
Mixed-Traditional ,Embu Town,80.0,90.0,5500.0,Embu,2023-07-05
Mixed-Traditional ,Embu Town,55.56,75.0,5000.0,Embu,2023-08-09
Mixed-Traditional ,Embu Town,55.56,75.0,4000.0,Embu,2023-08-12
Mixed-Traditional ,Embu Town,55.56,75.0,800.0,Embu,2023-09-30
Mixed-Traditional ,Embu Town,53.33,75.0,2000.0,Embu,2023-10-25
Mixed-Traditional ,Embu Town,555.56,75.0,1000.0,Embu,2023-11-08
Mixed-Traditional ,Embu Town,53.33,75.0,6000.0,Embu,2023-11-15
Mixed-Traditional ,Embu Town,53.33,75.0,6000.0,Embu,2023-12-20
Mixed-Traditional ,Embu Town,53.33,75.0,5000.0,Embu,2024-01-24
White Maize,Embu Town,30.0,70.0,2500.0,Embu,2021-08-11
White Maize,Embu Town,31.11,40.0,2500.0,Embu,2021-10-09
White Maize,Embu Town,32.22,80.0,3000.0,Embu,2021-10-23
White Maize,Embu Town,31.11,80.0,3000.0,Embu,2021-10-27
White Maize,Embu Town,32.22,80.0,3500.0,Embu,2021-11-06
White Maize,Embu Town,33.33,40.0,3500.0,Embu,2021-11-10
White Maize,Embu Town,32.22,40.0,3500.0,Embu,2021-11-13
White Maize,Embu Town,32.22,40.0,5000.0,Embu,2021-11-17
White Maize,Embu Town,31.11,40.0,5000.0,Embu,2021-11-20
White Maize,Embu Town,31.11,80.0,3500.0,Embu,2021-11-24
White Maize,Embu Town,31.11,80.0,2500.0,Embu,2021-12-01
White Maize,Embu Town,31.11,80.0,5000.0,Embu,2021-12-08
White Maize,Embu Town,31.11,80.0,4500.0,Embu,2021-12-11
White Maize,Embu Town,31.11,80.0,5000.0,Embu,2021-12-15
White Maize,Embu Town,31.11,80.0,6000.0,Embu,2021-12-18
White Maize,Embu Town,35.56,45.0,2500.0,Embu,2021-12-22
White Maize,Embu Town,35.56,45.0,3500.0,Embu,2022-01-12
White Maize,Embu Town,36.67,90.0,3500.0,Embu,2022-02-02
White Maize,Embu Town,36.67,90.0,1500.0,Embu,2022-02-05
White Maize,Embu Town,36.67,45.0,5000.0,Embu,2022-02-09
White Maize,Embu Town,36.67,45.0,3000.0,Embu,2022-02-12
White Maize,Embu Town,36.67,45.0,2000.0,Embu,2022-02-16
White Maize,Embu Town,36.67,45.0,3500.0,Embu,2022-02-19
White Maize,Embu Town,36.67,45.0,2000.0,Embu,2022-02-23
White Maize,Embu Town,35.56,45.0,3300.0,Embu,2022-02-26
White Maize,Embu Town,36.67,45.0,3500.0,Embu,2022-03-02
White Maize,Embu Town,36.67,45.0,3500.0,Embu,2022-03-05
White Maize,Embu Town,36.67,45.0,2000.0,Embu,2022-03-09
White Maize,Embu Town,36.67,11.25,3500.0,Embu,2022-03-12
White Maize,Embu Town,36.67,45.0,3500.0,Embu,2022-03-16
White Maize,Embu Town,36.67,45.0,3800.0,Embu,2022-03-19
White Maize,Embu Town,36.67,90.0,3000.0,Embu,2022-03-23
White Maize,Embu Town,36.67,90.0,3800.0,Embu,2022-03-26
White Maize,Embu Town,36.67,45.0,4000.0,Embu,2022-03-30
White Maize,Embu Town,36.67,90.0,4000.0,Embu,2022-03-30
White Maize,Embu Town,36.67,45.0,4000.0,Embu,2022-04-02
White Maize,Embu Town,36.67,45.0,4000.0,Embu,2022-04-06
White Maize,Embu Town,36.67,90.0,2500.0,Embu,2022-04-09
White Maize,Embu Town,36.67,45.0,5000.0,Embu,2022-04-13
White Maize,Embu Town,37.78,100.0,3500.0,Embu,2022-04-16
White Maize,Embu Town,40.0,50.0,3500.0,Embu,2022-04-20
White Maize,Embu Town,44.44,120.0,7000.0,Embu,2022-04-23
White Maize,Embu Town,42.22,50.0,5000.0,Embu,2022-04-27
White Maize,Embu Town,42.22,50.0,5000.0,Embu,2022-04-30
White Maize,Embu Town,40.0,50.0,4500.0,Embu,2022-05-04
White Maize,Embu Town,40.0,50.0,2500.0,Embu,2022-05-07
White Maize,Embu Town,44.44,55.0,4500.0,Embu,2022-05-11
White Maize,Embu Town,40.0,55.0,3000.0,Embu,2022-05-14
White Maize,Embu Town,44.44,55.0,5500.0,Embu,2022-05-18
White Maize,Embu Town,44.44,55.0,5500.0,Embu,2022-05-21
White Maize,Embu Town,44.44,55.0,1200.0,Embu,2022-05-25
White Maize,Embu Town,44.44,60.0,2500.0,Embu,2022-05-28
White Maize,Embu Town,44.44,60.0,4000.0,Embu,2022-05-28
White Maize,Embu Town,52.22,65.0,3500.0,Embu,2022-06-04
White Maize,Embu Town,55.56,70.0,3200.0,Embu,2022-06-08
White Maize,Embu Town,55.56,70.0,4500.0,Embu,2022-06-11
White Maize,Embu Town,61.11,80.0,5000.0,Embu,2022-06-15
White Maize,Embu Town,77.78,90.0,4500.0,Embu,2022-06-18
White Maize,Embu Town,77.78,90.0,6000.0,Embu,2022-06-22
White Maize,Embu Town,77.78,90.0,6000.0,Embu,2022-06-29
White Maize,Embu Town,75.56,180.0,5000.0,Embu,2022-07-02
White Maize,Embu Town,72.22,90.0,6000.0,Embu,2022-07-06
White Maize,Embu Town,75.56,90.0,3500.0,Embu,2022-07-09
White Maize,Embu Town,70.0,85.0,6500.0,Embu,2022-07-16
White Maize,Embu Town,68.89,85.0,3400.0,Embu,2022-07-20
White Maize,Embu Town,70.0,180.0,3200.0,Embu,2022-07-23
White Maize,Embu Town,73.33,85.0,4500.0,Embu,2022-07-27
White Maize,Embu Town,72.22,95.0,7500.0,Embu,2022-07-30
White Maize,Embu Town,68.89,90.0,5000.0,Embu,2022-08-06
White Maize,Embu Town,61.11,80.0,5000.0,Embu,2022-08-10
White Maize,Embu Town,61.11,80.0,6000.0,Embu,2022-08-10
White Maize,Embu Town,61.11,80.0,8000.0,Embu,2022-08-17
White Maize,Embu Town,62.22,80.0,6000.0,Embu,2022-08-24
White Maize,Embu Town,66.67,80.0,7500.0,Embu,2022-08-31
White Maize,Embu Town,61.11,80.0,8000.0,Embu,2022-09-03
White Maize,Embu Town,64.44,80.0,12000.0,Embu,2022-09-07
White Maize,Embu Town,62.22,80.0,12000.0,Embu,2022-09-10
White Maize,Embu Town,62.22,80.0,10000.0,Embu,2022-09-14
White Maize,Embu Town,64.44,80.0,9000.0,Embu,2022-09-17
White Maize,Embu Town,66.67,80.0,12000.0,Embu,2022-09-21
White Maize,Embu Town,64.44,160.0,12000.0,Embu,2022-09-24
White Maize,Embu Town,64.44,80.0,6000.0,Embu,2022-09-28
White Maize,Embu Town,64.44,80.0,13000.0,Embu,2022-10-01
White Maize,Embu Town,64.44,80.0,8000.0,Embu,2022-10-08
White Maize,Embu Town,64.44,80.0,6000.0,Embu,2022-10-12
White Maize,Embu Town,64.44,160.0,8500.0,Embu,2022-10-15
White Maize,Embu Town,64.44,80.0,10000.0,Embu,2022-10-22
White Maize,Embu Town,64.44,80.0,10000.0,Embu,2022-10-26
White Maize,Embu Town,64.44,80.0,10000.0,Embu,2022-10-29
White Maize,Embu Town,64.44,80.0,8000.0,Embu,2022-11-02
White Maize,Embu Town,64.44,80.0,10000.0,Embu,2022-11-05
White Maize,Embu Town,64.44,80.0,8000.0,Embu,2022-11-09
White Maize,Embu Town,61.11,160.0,10000.0,Embu,2022-11-12
White Maize,Embu Town,61.11,80.0,10000.0,Embu,2022-11-16
White Maize,Embu Town,61.11,80.0,5000.0,Embu,2022-11-19
White Maize,Embu Town,61.11,80.0,10000.0,Embu,2022-11-23
White Maize,Embu Town,61.11,80.0,10000.0,Embu,2022-11-26
White Maize,Embu Town,64.44,80.0,10000.0,Embu,2022-11-30
White Maize,Embu Town,64.44,80.0,15000.0,Embu,2022-12-03
White Maize,Embu Town,64.44,80.0,15000.0,Embu,2022-12-07
White Maize,Embu Town,63.33,75.0,3000.0,Embu,2022-12-14
White Maize,Embu Town,64.44,80.0,5000.0,Embu,2022-12-21
White Maize,Embu Town,64.44,160.0,5000.0,Embu,2022-12-21
White Maize,Embu Town,64.44,80.0,5000.0,Embu,2022-12-24
White Maize,Embu Town,64.44,80.0,6000.0,Embu,2022-12-28
White Maize,Embu Town,64.44,160.0,15000.0,Embu,2023-01-04
White Maize,Embu Town,63.33,80.0,7000.0,Embu,2023-01-07
White Maize,Embu Town,60.0,80.0,10000.0,Embu,2023-01-11
White Maize,Embu Town,61.11,80.0,7000.0,Embu,2023-01-14
White Maize,Embu Town,61.11,75.0,15000.0,Embu,2023-01-18
White Maize,Embu Town,61.11,75.0,7000.0,Embu,2023-01-21
White Maize,Embu Town,58.89,75.0,7000.0,Embu,2023-01-25
White Maize,Embu Town,61.11,75.0,7000.0,Embu,2023-01-28
White Maize,Embu Town,61.11,75.0,10000.0,Embu,2023-02-01
White Maize,Embu Town,61.11,75.0,7000.0,Embu,2023-02-01
White Maize,Embu Town,61.11,75.0,7000.0,Embu,2023-02-04
White Maize,Embu Town,58.89,75.0,10000.0,Embu,2023-02-08
White Maize,Embu Town,61.11,75.0,7000.0,Embu,2023-02-11
White Maize,Embu Town,61.11,75.0,15000.0,Embu,2023-02-15
White Maize,Embu Town,61.11,75.0,7000.0,Embu,2023-02-18
White Maize,Embu Town,61.11,75.0,5000.0,Embu,2023-02-22
White Maize,Embu Town,61.11,80.0,10000.0,Embu,2023-02-25
White Maize,Embu Town,61.11,75.0,7000.0,Embu,2023-03-04
