Classification,Market,Wholesale,Retail,Supply Volume,County,Date
Mixed-Traditional ,Eldama Ravine,31.288,40.0,2650.0,Baringo,2021-05-24
Mixed-Traditional ,Eldama Ravine,27.78,40.0,1000.0,Baringo,2021-05-24
Mixed-Traditional ,Eldama Ravine,22.22,40.0,900.0,Baringo,2021-05-24
Mixed-Traditional ,Eldama Ravine,31.11,45.0,900.0,Baringo,2021-06-28
Mixed-Traditional ,Eldama Ravine,31.11,32.0,900.0,Baringo,2021-09-20
Mixed-Traditional ,Eldama Ravine,30.0,35.86,900.0,Baringo,2021-10-04
Mixed-Traditional ,Eldama Ravine,30.0,36.0,900.0,Baringo,2021-10-25
Mixed-Traditional ,Eldama Ravine,30.0,36.0,600.0,Baringo,2022-01-03
Mixed-Traditional ,Eldama Ravine,30.0,34.0,1800.0,Baringo,2022-01-31
Mixed-Traditional ,Eldama Ravine,30.0,34.0,1500.0,Baringo,2022-02-07
Mixed-Traditional ,Eldama Ravine,3.33,40.0,1200.0,Baringo,2022-04-04
Mixed-Traditional ,Eldama Ravine,42.22,40.0,1200.0,Baringo,2022-05-09
Mixed-Traditional ,Eldama Ravine,44.44,48.0,700.0,Baringo,2022-05-26
Mixed-Traditional ,Eldama Ravine,44.44,48.0,1800.0,Baringo,2022-06-13
Mixed-Traditional ,Eldama Ravine,66.67,80.0,2000.0,Baringo,2022-07-11
Mixed-Traditional ,Eldama Ravine,72.22,72.0,6000.0,Baringo,2022-09-01
Mixed-Traditional ,Eldama Ravine,66.67,72.0,700.0,Baringo,2022-09-05
Mixed-Traditional ,Eldama Ravine,0.63,72.0,2500.0,Baringo,2022-09-12
Mixed-Traditional ,Eldama Ravine,63.33,72.0,900.0,Baringo,2022-09-29
Mixed-Traditional ,Eldama Ravine,63.33,68.0,4000.0,Baringo,2022-10-06
Mixed-Traditional ,Eldama Ravine,63.33,72.0,900.0,Baringo,2022-10-20
Mixed-Traditional ,Eldama Ravine,60.0,68.0,800.0,Baringo,2022-11-03
Mixed-Traditional ,Eldama Ravine,50.0,60.0,900.0,Baringo,2022-11-28
Mixed-Traditional ,Eldama Ravine,62.22,68.0,2000.0,Baringo,2022-12-05
Mixed-Traditional ,Eldama Ravine,50.0,150.0,1500.0,Baringo,2023-01-09
Mixed-Traditional ,Eldama Ravine,5.0,60.0,800.0,Baringo,2023-01-26
Mixed-Traditional ,Eldama Ravine,50.0,64.0,1500.0,Baringo,2023-01-30
Mixed-Traditional ,Eldama Ravine,57.78,60.0,2000.0,Baringo,2023-02-09
White Maize,Eldama Ravine,26.67,35.0,18000.0,Baringo,2021-05-24
White Maize,Eldama Ravine,22.22,35.0,1000.0,Baringo,2021-05-24
White Maize,Eldama Ravine,24.44,40.0,3000.0,Baringo,2021-05-24
White Maize,Eldama Ravine,27.78,40.0,8000.0,Baringo,2021-05-24
White Maize,Eldama Ravine,25.56,35.0,1500.0,Baringo,2021-05-24
White Maize,Eldama Ravine,2.22,40.0,560.0,Baringo,2021-05-24
White Maize,Eldama Ravine,24.44,27.78,450.0,Baringo,2021-05-24
White Maize,Eldama Ravine,24.44,35.0,8000.0,Baringo,2021-05-24
White Maize,Eldama Ravine,25.56,40.0,600.0,Baringo,2021-05-24
White Maize,Eldama Ravine,22.22,35.0,900.0,Baringo,2021-05-24
White Maize,Eldama Ravine,25.56,35.0,500.0,Baringo,2021-05-24
White Maize,Eldama Ravine,25.56,45.0,800.0,Baringo,2021-05-24
White Maize,Eldama Ravine,2.22,35.0,500.0,Baringo,2021-05-24
White Maize,Eldama Ravine,30.0,40.0,900.0,Baringo,2021-06-21
White Maize,Eldama Ravine,30.0,42.5,900.0,Baringo,2021-07-05
White Maize,Eldama Ravine,33.33,45.0,5.0,Baringo,2021-07-15
White Maize,Eldama Ravine,31.11,45.0,450.0,Baringo,2021-07-19
White Maize,Eldama Ravine,31.11,45.0,900.0,Baringo,2021-08-02
White Maize,Eldama Ravine,33.33,40.0,5600.0,Baringo,2021-08-05
White Maize,Eldama Ravine,31.11,45.0,16760.0,Baringo,2021-08-09
White Maize,Eldama Ravine,31.11,40.0,360.0,Baringo,2021-08-12
White Maize,Eldama Ravine,31.11,40.0,900.0,Baringo,2021-08-16
White Maize,Eldama Ravine,30.0,45.0,1200.0,Baringo,2021-08-23
White Maize,Eldama Ravine,31.11,40.0,9140.0,Baringo,2021-08-26
White Maize,Eldama Ravine,36.0,45.0,90.0,Baringo,2021-08-30
White Maize,Eldama Ravine,30.0,40.0,450.0,Baringo,2021-09-02
White Maize,Eldama Ravine,31.11,40.0,450.0,Baringo,2021-09-09
White Maize,Eldama Ravine,30.0,32.0,6000.0,Baringo,2021-09-13
White Maize,Eldama Ravine,31.11,32.0,360.0,Baringo,2021-09-16
White Maize,Eldama Ravine,31.11,36.0,450.0,Baringo,2021-09-23
White Maize,Eldama Ravine,31.11,36.0,180.0,Baringo,2021-09-30
White Maize,Eldama Ravine,31.11,32.0,900.0,Baringo,2021-09-30
White Maize,Eldama Ravine,31.11,34.48,3510.0,Baringo,2021-10-07
White Maize,Eldama Ravine,30.0,36.0,800.0,Baringo,2021-10-18
White Maize,Eldama Ravine,33.33,36.0,4500.0,Baringo,2021-10-21
White Maize,Eldama Ravine,3.11,36.0,900.0,Baringo,2021-11-01
White Maize,Eldama Ravine,31.11,32.0,450.0,Baringo,2021-11-04
White Maize,Eldama Ravine,31.11,32.0,900.0,Baringo,2021-11-09
White Maize,Eldama Ravine,31.11,32.0,900.0,Baringo,2021-11-11
White Maize,Eldama Ravine,31.11,36.0,1500.0,Baringo,2021-11-15
White Maize,Eldama Ravine,30.0,28.0,630.0,Baringo,2021-11-18
White Maize,Eldama Ravine,25.56,28.0,7200.0,Baringo,2021-11-25
White Maize,Eldama Ravine,27.78,32.0,1500.0,Baringo,2021-11-29
White Maize,Eldama Ravine,27.78,30.0,720.0,Baringo,2021-12-09
White Maize,Eldama Ravine,27.78,36.0,900.0,Baringo,2021-12-13
White Maize,Eldama Ravine,30.0,36.0,1000.0,Baringo,2021-12-16
White Maize,Eldama Ravine,25.56,32.0,900.0,Baringo,2021-12-23
White Maize,Eldama Ravine,25.56,32.0,360.0,Baringo,2021-12-27
White Maize,Eldama Ravine,27.78,32.0,450.0,Baringo,2021-12-30
White Maize,Eldama Ravine,28.89,32.0,600.0,Baringo,2022-01-06
White Maize,Eldama Ravine,30.0,36.0,1500.0,Baringo,2022-01-10
White Maize,Eldama Ravine,30.0,36.0,900.0,Baringo,2022-01-17
White Maize,Eldama Ravine,28.89,32.0,500.0,Baringo,2022-01-20
White Maize,Eldama Ravine,30.0,36.0,1500.0,Baringo,2022-01-24
White Maize,Eldama Ravine,28.89,32.0,540.0,Baringo,2022-01-27
White Maize,Eldama Ravine,28.89,32.0,640.0,Baringo,2022-02-03
White Maize,Eldama Ravine,30.0,32.0,450.0,Baringo,2022-02-10
White Maize,Eldama Ravine,31.11,36.0,1900.0,Baringo,2022-02-14
White Maize,Eldama Ravine,28.89,32.0,540.0,Baringo,2022-02-17
White Maize,Eldama Ravine,30.0,34.0,1500.0,Baringo,2022-02-21
White Maize,Eldama Ravine,27.78,32.0,720.0,Baringo,2022-02-24
White Maize,Eldama Ravine,28.89,32.0,540.0,Baringo,2022-03-03
White Maize,Eldama Ravine,3.11,32.0,2000.0,Baringo,2022-03-07
White Maize,Eldama Ravine,28.89,32.0,450.0,Baringo,2022-03-10
White Maize,Eldama Ravine,33.33,36.0,1200.0,Baringo,2022-03-24
White Maize,Eldama Ravine,32.22,40.0,1200.0,Baringo,2022-03-28
White Maize,Eldama Ravine,31.11,36.0,630.0,Baringo,2022-03-31
White Maize,Eldama Ravine,33.33,36.0,720.0,Baringo,2022-04-07
White Maize,Eldama Ravine,3.33,40.0,120.0,Baringo,2022-04-11
White Maize,Eldama Ravine,40.0,44.0,2300.0,Baringo,2022-04-18
White Maize,Eldama Ravine,41.11,48.0,2500.0,Baringo,2022-04-21
White Maize,Eldama Ravine,42.22,48.0,810.0,Baringo,2022-04-25
White Maize,Eldama Ravine,38.89,48.0,800.0,Baringo,2022-04-28
White Maize,Eldama Ravine,38.89,48.0,630.0,Baringo,2022-05-02
White Maize,Eldama Ravine,44.44,48.0,540.0,Baringo,2022-05-05
White Maize,Eldama Ravine,44.44,48.0,700.0,Baringo,2022-05-12
White Maize,Eldama Ravine,42.22,48.0,3000.0,Baringo,2022-05-16
White Maize,Eldama Ravine,44.44,48.0,540.0,Baringo,2022-05-19
White Maize,Eldama Ravine,42.22,48.0,1400.0,Baringo,2022-05-23
White Maize,Eldama Ravine,42.22,48.0,1800.0,Baringo,2022-05-30
White Maize,Eldama Ravine,44.44,48.0,700.0,Baringo,2022-06-02
White Maize,Eldama Ravine,0.42,48.0,1200.0,Baringo,2022-06-06
White Maize,Eldama Ravine,50.0,56.0,560.0,Baringo,2022-06-09
White Maize,Eldama Ravine,55.56,52.0,650.0,Baringo,2022-06-16
White Maize,Eldama Ravine,60.0,80.0,500.0,Baringo,2022-06-23
White Maize,Eldama Ravine,66.67,80.0,2000.0,Baringo,2022-06-27
White Maize,Eldama Ravine,66.67,72.0,2000.0,Baringo,2022-06-30
White Maize,Eldama Ravine,72.22,88.0,2000.0,Baringo,2022-07-04
White Maize,Eldama Ravine,66.67,80.0,600.0,Baringo,2022-07-07
White Maize,Eldama Ravine,66.67,80.0,2000.0,Baringo,2022-07-14
White Maize,Eldama Ravine,66.67,88.0,700.0,Baringo,2022-07-18
White Maize,Eldama Ravine,77.78,88.0,700.0,Baringo,2022-07-21
White Maize,Eldama Ravine,66.67,80.0,2000.0,Baringo,2022-07-25
White Maize,Eldama Ravine,61.11,72.0,2500.0,Baringo,2022-07-28
White Maize,Eldama Ravine,61.11,72.0,2500.0,Baringo,2022-08-01
White Maize,Eldama Ravine,0.67,80.0,8100.0,Baringo,2022-08-04
White Maize,Eldama Ravine,66.67,80.0,540.0,Baringo,2022-08-11
White Maize,Eldama Ravine,63.33,72.0,3000.0,Baringo,2022-08-18
White Maize,Eldama Ravine,63.33,72.0,200.0,Baringo,2022-08-22
White Maize,Eldama Ravine,63.33,72.0,2000.0,Baringo,2022-08-25
White Maize,Eldama Ravine,63.33,72.0,2500.0,Baringo,2022-08-29
White Maize,Eldama Ravine,63.33,90.0,2000.0,Baringo,2022-09-08
White Maize,Eldama Ravine,63.33,64.0,3500.0,Baringo,2022-09-15
White Maize,Eldama Ravine,63.33,72.0,2500.0,Baringo,2022-09-19
White Maize,Eldama Ravine,63.33,72.0,2000.0,Baringo,2022-09-22
White Maize,Eldama Ravine,63.33,180.0,3500.0,Baringo,2022-09-26
White Maize,Eldama Ravine,63.33,68.0,3500.0,Baringo,2022-10-03
White Maize,Eldama Ravine,63.33,72.0,1100.0,Baringo,2022-10-11
White Maize,Eldama Ravine,63.33,72.0,3000.0,Baringo,2022-10-17
White Maize,Eldama Ravine,63.33,72.0,3000.0,Baringo,2022-10-24
White Maize,Eldama Ravine,61.11,68.0,2000.0,Baringo,2022-11-07
White Maize,Eldama Ravine,60.0,60.0,600.0,Baringo,2022-11-10
White Maize,Eldama Ravine,61.11,60.0,1800.0,Baringo,2022-11-14
White Maize,Eldama Ravine,50.0,60.0,700.0,Baringo,2022-11-21
White Maize,Eldama Ravine,61.11,68.0,2000.0,Baringo,2022-11-24
White Maize,Eldama Ravine,5.0,60.0,600.0,Baringo,2022-12-01
White Maize,Eldama Ravine,50.0,60.0,700.0,Baringo,2022-12-08
White Maize,Eldama Ravine,53.33,60.0,1500.0,Baringo,2022-12-12
White Maize,Eldama Ravine,50.0,60.0,900.0,Baringo,2022-12-15
White Maize,Eldama Ravine,50.0,64.0,2000.0,Baringo,2022-12-19
White Maize,Eldama Ravine,50.0,60.0,600.0,Baringo,2022-12-29
White Maize,Eldama Ravine,50.0,60.0,800.0,Baringo,2023-01-05
White Maize,Eldama Ravine,50.0,60.0,900.0,Baringo,2023-01-12
White Maize,Eldama Ravine,47.78,60.0,2000.0,Baringo,2023-01-16
White Maize,Eldama Ravine,50.0,68.0,2000.0,Baringo,2023-02-13
White Maize,Eldama Ravine,46.67,56.0,800.0,Baringo,2023-02-16
White Maize,Eldama Ravine,55.56,64.0,1800.0,Baringo,2023-02-20
White Maize,Eldama Ravine,55.56,64.0,1800.0,Baringo,2023-02-27
White Maize,Eldama Ravine,55.56,68.0,650.0,Baringo,2023-03-02
White Maize,Eldama Ravine,60.0,72.0,1600.0,Baringo,2023-03-06
White Maize,Eldama Ravine,55.56,68.0,2100.0,Baringo,2023-03-20
White Maize,Eldama Ravine,72.22,80.0,1500.0,Baringo,2023-05-15
White Maize,Eldama Ravine,72.22,88.0,1800.0,Baringo,2023-06-05
Mixed-Traditional ,Kabarnet,26.665999999999997,30.0,17860.0,Baringo,2021-05-24
Mixed-Traditional ,Kabarnet,42.86,35.0,700.0,Baringo,2021-08-09
Mixed-Traditional ,Kabarnet,32.22,35.0,4770.0,Baringo,2021-11-01
Mixed-Traditional ,Kabarnet,35.0,80.0,13000.0,Baringo,2022-01-03
Mixed-Traditional ,Kabarnet,35.0,70.0,13300.0,Baringo,2022-01-13
Mixed-Traditional ,Kabarnet,35.0,40.0,9500.0,Baringo,2022-02-03
Mixed-Traditional ,Kabarnet,38.89,35.0,8370.0,Baringo,2022-02-07
Mixed-Traditional ,Kabarnet,35.0,40.0,6700.0,Baringo,2022-02-28
Mixed-Traditional ,Kabarnet,47.0,90.0,13050.0,Baringo,2023-01-26
Mixed-Traditional ,Kabarnet,47.0,90.0,10530.0,Baringo,2023-02-09
Mixed-Traditional ,Kabarnet,47.0,90.0,11070.0,Baringo,2023-02-13
Mixed-Traditional ,Kabarnet,70.0,90.0,7020.0,Baringo,2023-04-20
Mixed-Traditional ,Kabarnet,72.0,100.0,9680.0,Baringo,2023-06-08
Mixed-Traditional ,Kabarnet,80.0,100.0,9350.0,Baringo,2023-06-12
Mixed-Traditional ,Kabarnet,80.0,100.0,9350.0,Baringo,2023-06-15
Mixed-Traditional ,Kabarnet,80.0,100.0,9790.0,Baringo,2023-06-19
White Maize,Kabarnet,50.0,30.0,4500.0,Baringo,2021-05-24
White Maize,Kabarnet,24.44,100.0,1800.0,Baringo,2021-05-24
White Maize,Kabarnet,22.0,100.0,2000.0,Baringo,2021-05-24
White Maize,Kabarnet,23.0,100.0,2000.0,Baringo,2021-05-24
White Maize,Kabarnet,27.78,30.0,2700.0,Baringo,2021-05-24
White Maize,Kabarnet,25.0,30.0,2700.0,Baringo,2021-05-24
White Maize,Kabarnet,24.44,100.0,2000.0,Baringo,2021-05-24
White Maize,Kabarnet,25.56,30.0,4500.0,Baringo,2021-05-24
White Maize,Kabarnet,24.44,30.0,2700.0,Baringo,2021-05-26
White Maize,Kabarnet,25.56,30.0,4500.0,Baringo,2021-06-06
White Maize,Kabarnet,27.78,30.0,1800.0,Baringo,2021-06-09
White Maize,Kabarnet,27.78,30.0,5200.0,Baringo,2021-06-13
White Maize,Kabarnet,27.78,30.0,4500.0,Baringo,2021-06-16
White Maize,Kabarnet,27.78,30.0,2800.0,Baringo,2021-06-20
White Maize,Kabarnet,27.78,30.0,6300.0,Baringo,2021-06-27
White Maize,Kabarnet,27.78,30.0,4500.0,Baringo,2021-07-05
White Maize,Kabarnet,24.44,30.0,4500.0,Baringo,2021-07-15
White Maize,Kabarnet,33.33,32.0,7200.0,Baringo,2021-07-19
White Maize,Kabarnet,33.33,32.0,10800.0,Baringo,2021-07-22
White Maize,Kabarnet,33.33,30.0,14400.0,Baringo,2021-07-26
White Maize,Kabarnet,33.33,30.0,7200.0,Baringo,2021-07-29
White Maize,Kabarnet,33.33,30.0,1260.0,Baringo,2021-08-02
White Maize,Kabarnet,33.33,35.0,2700.0,Baringo,2021-08-05
White Maize,Kabarnet,33.33,35.0,5850.0,Baringo,2021-08-12
White Maize,Kabarnet,33.33,35.0,6300.0,Baringo,2021-08-16
White Maize,Kabarnet,31.11,32.0,4140.0,Baringo,2021-08-19
White Maize,Kabarnet,33.33,32.0,5130.0,Baringo,2021-08-23
White Maize,Kabarnet,31.11,35.0,11430.0,Baringo,2021-08-26
White Maize,Kabarnet,31.11,30.0,11970.0,Baringo,2021-08-30
White Maize,Kabarnet,32.22,35.0,3600.0,Baringo,2021-09-02
White Maize,Kabarnet,30.0,35.0,4590.0,Baringo,2021-09-13
White Maize,Kabarnet,30.0,35.0,2700.0,Baringo,2021-09-16
White Maize,Kabarnet,31.11,35.0,4680.0,Baringo,2021-09-20
White Maize,Kabarnet,33.33,35.0,2700.0,Baringo,2021-09-27
White Maize,Kabarnet,33.33,35.0,4950.0,Baringo,2021-10-11
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2021-10-14
White Maize,Kabarnet,33.33,35.0,4500.0,Baringo,2021-10-21
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2021-10-25
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2021-11-04
White Maize,Kabarnet,31.11,35.0,6750.0,Baringo,2021-11-08
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2021-11-15
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2021-11-22
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2021-12-16
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2021-12-23
White Maize,Kabarnet,31.11,35.0,9810.0,Baringo,2021-12-23
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2022-01-17
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2022-02-14
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2022-02-17
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2022-02-21
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2022-03-03
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2022-03-24
White Maize,Kabarnet,28.956,35.0,34740.0,Baringo,2022-03-31
White Maize,Kabarnet,40.0,90.0,5000.0,Baringo,2022-04-21
White Maize,Kabarnet,44.44,50.0,4050.0,Baringo,2022-06-06
White Maize,Kabarnet,54.55,60.0,14740.0,Baringo,2022-06-13
White Maize,Kabarnet,60.0,90.0,16720.0,Baringo,2022-06-23
White Maize,Kabarnet,40.0,90.0,10900.0,Baringo,2022-06-27
White Maize,Kabarnet,70.444,80.0,10780.0,Baringo,2022-06-30
White Maize,Kabarnet,70.0,90.0,17270.0,Baringo,2022-07-04
White Maize,Kabarnet,75.0,90.0,12650.0,Baringo,2022-07-07
White Maize,Kabarnet,70.0,110.0,16940.0,Baringo,2022-07-18
White Maize,Kabarnet,72.0,110.0,15120.0,Baringo,2022-07-21
White Maize,Kabarnet,72.0,120.0,11700.0,Baringo,2022-07-25
White Maize,Kabarnet,60.0,100.0,13050.0,Baringo,2022-07-28
White Maize,Kabarnet,45.0,100.0,14400.0,Baringo,2022-08-01
White Maize,Kabarnet,40.0,100.0,15030.0,Baringo,2022-08-08
White Maize,Kabarnet,65.0,100.0,10080.0,Baringo,2022-08-15
White Maize,Kabarnet,70.0,100.0,11880.0,Baringo,2022-08-18
White Maize,Kabarnet,70.0,100.0,12600.0,Baringo,2022-08-22
White Maize,Kabarnet,72.0,100.0,11700.0,Baringo,2022-08-25
White Maize,Kabarnet,72.0,100.0,10530.0,Baringo,2022-08-29
White Maize,Kabarnet,66.0,90.0,7830.0,Baringo,2022-09-05
White Maize,Kabarnet,80.0,100.0,10080.0,Baringo,2022-09-08
White Maize,Kabarnet,86.27799999999999,100.0,2298.0,Baringo,2022-09-15
White Maize,Kabarnet,70.0,100.0,11250.0,Baringo,2022-09-19
White Maize,Kabarnet,47.0,80.0,10350.0,Baringo,2022-10-03
White Maize,Kabarnet,66.0,100.0,8550.0,Baringo,2022-10-06
White Maize,Kabarnet,41.0,55.0,6392.0,Baringo,2023-01-16
White Maize,Kabarnet,50.0,80.0,4950.0,Baringo,2023-02-27
White Maize,Kabarnet,55.0,70.0,7830.0,Baringo,2023-03-13
White Maize,Kabarnet,72.0,120.0,12680.0,Baringo,2023-05-29
White Maize,Kabarnet,90.0,110.0,9790.0,Baringo,2023-07-13
Mixed-Traditional ,Marigat,30.0,35.0,15000.0,Baringo,2021-05-24
Mixed-Traditional ,Marigat,27.0,30.0,14000.0,Baringo,2021-05-24
Mixed-Traditional ,Marigat,30.0,35.0,15000.0,Baringo,2021-10-25
Mixed-Traditional ,Marigat,30.0,35.0,14000.0,Baringo,2021-11-01
White Maize,Marigat,27.0,30.0,15000.0,Baringo,2021-05-24
White Maize,Marigat,27.0,30.0,14000.0,Baringo,2021-05-24
White Maize,Marigat,30.0,35.0,13000.0,Baringo,2021-05-24
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-05-24
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-05-24
White Maize,Marigat,27.0,30.0,13000.0,Baringo,2021-05-24
White Maize,Marigat,27.0,30.0,17000.0,Baringo,2021-05-24
White Maize,Marigat,27.0,30.0,11000.0,Baringo,2021-05-24
White Maize,Marigat,30.0,35.0,12000.0,Baringo,2021-05-24
White Maize,Marigat,35.0,40.0,12000.0,Baringo,2021-05-24
White Maize,Marigat,27.0,30.0,16000.0,Baringo,2021-05-27
White Maize,Marigat,30.0,40.0,15000.0,Baringo,2021-05-31
White Maize,Marigat,27.0,30.0,15000.0,Baringo,2021-06-07
White Maize,Marigat,27.0,35.0,81240.0,Baringo,2021-06-14
White Maize,Marigat,27.0,35.0,9000.0,Baringo,2021-06-17
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-06-24
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-06-28
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-07-01
White Maize,Marigat,30.0,35.0,1500.0,Baringo,2021-07-05
White Maize,Marigat,30.0,35.0,7000.0,Baringo,2021-07-08
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-08-19
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-08-23
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-08-26
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-08-30
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-09-02
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-09-09
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-09-13
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-09-20
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-09-23
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-09-27
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-09-30
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-10-07
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-10-11
White Maize,Marigat,30.0,35.0,13000.0,Baringo,2021-10-19
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-10-21
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-10-28
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-11-04
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-11-08
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-11-11
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-11-15
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-11-18
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-11-22
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-11-25
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-12-02
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-12-06
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-12-09
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-12-13
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-12-16
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-12-20
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2021-12-23
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-12-27
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2021-12-30
White Maize,Marigat,30.0,35.0,15000.0,Baringo,2022-01-03
White Maize,Marigat,30.0,35.0,14000.0,Baringo,2022-01-06
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-01-10
White Maize,Marigat,35.0,40.0,15000.0,Baringo,2022-01-13
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-01-24
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-01-27
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-01-31
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-02-03
White Maize,Marigat,35.0,40.0,15000.0,Baringo,2022-02-07
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-02-10
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-02-14
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-02-17
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-02-21
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-02-24
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-02-28
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-03-03
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-03-07
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-03-11
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-03-14
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-03-17
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-05-26
White Maize,Marigat,45.0,50.0,14000.0,Baringo,2022-05-30
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-06-02
White Maize,Marigat,44.44,50.0,42000.0,Baringo,2022-06-06
White Maize,Marigat,46.67,50.0,21000.0,Baringo,2022-06-09
White Maize,Marigat,35.0,40.0,14000.0,Baringo,2022-06-13
White Maize,Marigat,60.0,70.0,21000.0,Baringo,2022-06-23
White Maize,Marigat,70.0,80.0,14000.0,Baringo,2022-06-27
White Maize,Marigat,70.0,70.0,12000.0,Baringo,2022-06-30
White Maize,Marigat,70.0,80.0,15000.0,Baringo,2022-07-04
White Maize,Marigat,60.0,70.0,7000.0,Baringo,2022-07-07
White Maize,Marigat,70.0,80.0,14000.0,Baringo,2022-07-11
White Maize,Marigat,70.0,80.0,14000.0,Baringo,2022-07-14
White Maize,Marigat,60.0,70.0,14000.0,Baringo,2022-07-21
White Maize,Marigat,70.0,65.0,21000.0,Baringo,2022-07-25
White Maize,Marigat,60.0,80.0,21000.0,Baringo,2022-07-28
White Maize,Marigat,60.0,70.0,21000.0,Baringo,2022-08-01
White Maize,Marigat,70.0,75.0,13000.0,Baringo,2022-08-04
White Maize,Marigat,70.0,75.0,14000.0,Baringo,2022-08-08
White Maize,Marigat,70.0,80.0,14000.0,Baringo,2022-08-22
White Maize,Marigat,70.0,80.0,14000.0,Baringo,2022-08-29
White Maize,Marigat,60.0,65.0,21000.0,Baringo,2022-09-01
White Maize,Marigat,50.0,65.0,14000.0,Baringo,2022-09-12
White Maize,Marigat,50.0,65.0,14000.0,Baringo,2022-09-15
White Maize,Marigat,55.56,65.0,14000.0,Baringo,2022-09-22
White Maize,Marigat,70.0,80.0,14000.0,Baringo,2022-09-26
White Maize,Marigat,70.0,80.0,14000.0,Baringo,2022-09-29
White Maize,Marigat,80.0,100.0,14000.0,Baringo,2022-10-03
White Maize,Marigat,70.0,80.0,14000.0,Baringo,2022-10-06
White Maize,Marigat,70.0,80.0,15000.0,Baringo,2022-10-10
White Maize,Marigat,65.0,80.0,15000.0,Baringo,2022-10-13
White Maize,Marigat,65.0,80.0,14000.0,Baringo,2022-10-17
White Maize,Marigat,80.0,100.0,15000.0,Baringo,2022-10-31
White Maize,Marigat,70.0,80.0,14000.0,Baringo,2022-11-03
